LOB-RiskID,Program,Tranche,FileName,Program ID,Allocation method,Spend USD 2020,Spend USD 2021,Spend USD 2022,Spend USD 2023,Spend USD 2024,Spend USD 2025,Spend USD 2026
PGEN-LGUWR,Internal Erosion Mitigations,Pit 7,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Pit 7 Afterbay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Relief,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Rock Creek (Feather),PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Rock Creek (Drum) Arch,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Rock Creek (Drum) North,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Rock Creek (Drum) South,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Round Valley,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Rucker,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Salt Springs,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Scott,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Spaulding No. 1,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0.1859371616587057,0.002342968180805168,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Spaulding No. 2,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Spaulding No. 3,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Strawberry,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.01686937090179721,0.01684604585868039,0.01631912964641886,0.02656000242009499,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Tabeaud,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Tiger Creek Regulator,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Tiger Creek Afterbay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Wise Forebay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0.0730095557588195,0.004685936361610335,0.02854468881609733,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Wishon,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Internal Erosion Mitigations,Wishon Auxilary No. 1,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M001,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001944719196053083,0.006750241080038561,0.01475409836065573
PGEN-LGUWR,Spillway Remediations,Belden Forebay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.2131004560273992,0.04919231790259262,0.03441590620543644,0.03563265178012719,0.1,0.2066798941798942,0.1363636363636364
PGEN-LGUWR,Spillway Remediations,"Bucks, Lower (Diversion)",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.03222763230997912,0.04609962813520387,0.2176691186570119,0.02277324980621736,0.03333333333333333,0.04133597883597884,0.04545454545454546
PGEN-LGUWR,Spillway Remediations,Butt Valley,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.01174080858748137,0.04891544325913794,0.04409008925685919,0.1511026507975673,0.03333333333333333,0.04133597883597884,0.04545454545454546
PGEN-LGUWR,Spillway Remediations,Cape Horn,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.03508388853515804,0.03548702305158607,0.0005562655254568082,2.940208308314448e-05,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Courtright,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.01030681891008492,0.0275102645736568,0.0,0.0,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Crane Valley,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.006549125528657569,0.02104247290255552,0.0,0.0,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Drum Forebay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.01682543179878298,0.004983743582184202,0.0,0.0,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Halsey Afterbay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0,0.008306239303640337,0.006449455367615168,0.0,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Iron Canyon,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0,0.000518309332547157,0.007545862780109746,0.0,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Lake Almanor,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.0290479001817326,0.03488620507528942,0.09722166999357809,0.0,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Tabeaud,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0,0.0,0.003337593152740849,0.0001764124984988669,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,"Bear, Lower No. 1",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0,0.002491871791092101,0.003337593152740849,0.0001764124984988669,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Macumber,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.08377626050690866,0.01576801094474391,0.00542358887320388,0.002211170293684661,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,McCloud,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0,0.2641384098557627,0.3787249180970979,0.5131999956330673,0.5333333333333333,0.6613756613756614,0.7272727272727273
PGEN-LGUWR,Spillway Remediations,North Battle Creek,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.08367759160978691,0.05351986857978924,0.02960904650176076,0.02498442009990202,0.03333333333333333,0.04133597883597884,0.04545454545454546
PGEN-LGUWR,Spillway Remediations,Philbrook,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.02006898664532035,0.03271827661703929,0.0005562655254568082,2.940208308314448e-05,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Pit 1,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.01094786684524703,0.01069012998378511,0.0,0.0,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Pit 5 Open Conduit,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0,0.008759427720046953,0.007535801629736267,0.0,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Pit 6,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0,0.0,0.003926452935734511,0.05207301021889919,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Relief,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.01838234204185308,0.0451751437007087,0.008343982881852124,0.0004410312462471672,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Round Valley,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.02999280089618216,0.02835196348975902,0.0005562655254568082,2.940208308314448e-05,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Salt Springs,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.02431285350347213,0.01495123074655261,0.0,0.0,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Scott,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.004491004241330991,0.008306239303640337,0.02595905785465105,0.001799763873574299,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Strawberry,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.01287390111718016,0.04003690406747679,0.008343982881852124,0.0004410312462471672,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Tiger Creek Regulator,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.2189687104400528,0.08970738447931563,0.1083508501759348,0.1924499983624002,0.2666666666666667,0.007936507936507936,0.0
PGEN-LGUWR,Spillway Remediations,"Blue, Upper (Moke)",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0,0.009967487164368405,0.001668796576370425,8.820624924943345e-05,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Wise Forebay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0,0.004706868938729524,0.002149818455871723,0.00213833331513778,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Bucks Lake (Storage),PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.01174080858748137,0.007799558706118277,0.0005562655254568082,2.940208308314448e-05,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Fordyce,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.02889449819395591,0.01775458651153122,0.0009178381170037336,4.85134370871884e-05,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Kidd Lake,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.02889449819395591,0.01775458651153122,0.0009178381170037336,4.85134370871884e-05,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Lake Valley,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.02889449819395591,0.01775458651153122,0.0009178381170037336,4.85134370871884e-05,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Rucker,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.02889449819395591,0.01775458651153122,0.0009178381170037336,4.85134370871884e-05,0.0,0.0,0.0
PGEN-LGUWR,Spillway Remediations,Wishon,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M002,% of Total Cost (specify to the right),0.01030681891008492,0.01495123074655261,0.0,0.0,0.0,0.0,0.0
PGEN-LGUWR,Seismic Retrofit,Lake Almanor,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Balch Afterbay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Balch Diversion,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,"Bear, Lower No. 1",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,"Bear, Lower No. 2",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,"Bear, Upper",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Belden Forebay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Blue Lake (Drum),PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,"Blue, Upper (Moke)",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Bucks Lake (Storage),PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,"Bucks, Lower (Diversion)",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0.9843562466372039,0.3163299261378409,0.0702114394094001,0.3478160337102613,0.3254918756725711,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Butt Valley,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Cape Horn,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Chili Bar,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Courtright,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Crane Valley,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0.01280959728966734,0.1714749840582898,0.255056627866265,0.01245482411842773,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Cresta,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Drum Forebay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Fordyce,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Grizzly Forebay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Halsey Afterbay,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Halsey Forebay No. 1,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Halsey Forebay No. 2,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Iron Canyon,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Kidd Lake,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Kidd Lake Auxilary,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Lake Valley,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Lake Valley Auxilary,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Lyons,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Macumber,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Manzanita,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,McCloud,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,North Battle Creek,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,"Peak, Upper",PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Philbrook,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
PGEN-LGUWR,Seismic Retrofit,Pit 1,PGEN-LGUWR-03_RSE Input File.xlsm,LGUWR-M003,% of Total Cost (specify to the right),0,0.0,0.0,0.0,0.001181458713875031,0.002969646723274414,0.004369040403338134
